Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable
?e  name  ?a  ?e  spouse  ?b   ,?a  spouse  ?b,0.114583333,0.195555556,0.956521739,132,675,138,?a
?e  father  ?a  ?e  parent  ?b   ,?a  spouse  ?b,0.346354167,0.407142857,0.496268657,399,980,804,?a
?e  father  ?b  ?e  mother  ?a   ,?a  spouse  ?b,0.342881944,0.922897196,0.989974937,395,428,399,?a
?e  parent  ?a  ?e  parent  ?b   ,?a  spouse  ?b,0.702256944,0.417225374,0.495710784,809,1939,1632,?a
?e  parent  ?a  ?e  predecessor  ?b   ,?a  spouse  ?b,0.142361111,0.24082232,0.265372168,164,681,618,?a
?e  mother  ?a  ?e  predecessor  ?b   ,?a  spouse  ?b,0.122395833,0.447619048,0.474747475,141,315,297,?a
?a  child  ?e  ?e  parent  ?b   ,?a  spouse  ?b,0.335069444,0.488607595,0.50990753,386,790,757,?a
?e  father  ?b  ?e  parent  ?a   ,?a  spouse  ?b,0.347222222,0.408163265,0.496277916,400,980,806,?a
?b  child  ?a  ?b  successor  ?a   ,?a  parent  ?b,0.115415658,0.697560976,0.715,143,205,200,?b
?e  name  ?b  ?e  spouse  ?a   ,?a  spouse  ?b,0.114583333,0.195555556,0.195845697,132,675,674,?a
?e  mother  ?b  ?e  predecessor  ?a   ,?a  spouse  ?b,0.122395833,0.447619048,0.632286996,141,315,223,?a
?a  child  ?e  ?e  father  ?b   ,?a  spouse  ?b,0.152777778,0.44556962,0.475675676,176,395,370,?a
?a  child  ?e  ?e  predecessor  ?b   ,?a  spouse  ?b,0.088541667,0.205645161,0.216101695,102,496,472,?a
?b  child  ?a  ?a  predecessor  ?b   ,?a  parent  ?b,0.115415658,0.697560976,0.715,143,205,200,?b
?e  father  ?a  ?e  mother  ?b   ,?a  spouse  ?b,0.342013889,0.920560748,0.992443325,394,428,397,?a
?a  name  ?f  ?f  type  ?b   ,?a  type  ?b,0.058505851,1,1,130,130,130,?a
?e  mother  ?b  ?e  parent  ?a   ,?a  spouse  ?b,0.344618056,0.454753723,0.495630462,397,873,801,?a
?a  child  ?e  ?e  mother  ?b   ,?a  spouse  ?b,0.173611111,0.522193211,0.533333333,200,383,375,?a
?a  mother  ?f  ?f  type  ?b   ,?a  type  ?b,0.240324032,1,1,534,534,534,?a
?a  successor  ?f  ?f  type  ?b   ,?a  type  ?b,0.179117912,1,1,398,398,398,?a
?a  predecessor  ?f  ?f  type  ?b   ,?a  type  ?b,0.168316832,1,1,374,374,374,?a
?e  predecessor  ?a  ?e  type  ?b   ,?a  type  ?b,0.179117912,1,1,398,398,398,?a
?a  child  ?f  ?f  type  ?b   ,?a  type  ?b,0.192169217,1,1,427,427,427,?a
?e  father  ?a  ?e  type  ?b   ,?a  type  ?b,0.243474347,1,1,541,541,541,?a
?e  mother  ?a  ?e  type  ?b   ,?a  type  ?b,0.195769577,1,1,435,435,435,?a
?a  father  ?f  ?f  type  ?b   ,?a  type  ?b,0.296129613,1,1,658,658,658,?a
?b  father  ?a  ?b  predecessor  ?a   ,?a  child  ?b,0.069056405,0.770588235,0.935714286,131,170,140,?b
?b  parent  ?a  ?b  predecessor  ?a   ,?a  child  ?b,0.075382182,0.733333333,0.899371069,143,195,159,?b
?a  parent  ?f  ?f  type  ?b   ,?a  type  ?b,0.306930693,1,1,682,682,682,?a
?e  name  ?a  ?e  type  ?b   ,?a  type  ?b,0.058055806,0.231597846,1,129,557,129,?a
?b  father  ?a  ?a  successor  ?b   ,?a  child  ?b,0.069056405,0.770588235,0.935714286,131,170,140,?b
?b  parent  ?a  ?a  successor  ?b   ,?a  child  ?b,0.075382182,0.733333333,0.899371069,143,195,159,?b
?e  successor  ?a  ?e  type  ?b   ,?a  type  ?b,0.168316832,1,1,374,374,374,?a
?a  spouse  ?f  ?f  type  ?b   ,?a  type  ?b,0.441044104,1,1,980,980,980,?a
?b  predecessor  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.05904059,0.232365145,0.286445013,112,482,391,?b
?b  predecessor  ?f  ?a  spouse  ?f   ,?a  child  ?b,0.05904059,0.232365145,0.286445013,112,482,391,?b
?a  child  ?f  ?b  predecessor  ?f   ,?a  child  ?b,0.023721666,0.105882353,0.12195122,45,425,369,?b
?e  spouse  ?a  ?e  type  ?b   ,?a  type  ?b,0.441044104,1,1,980,980,980,?a
?f  mother  ?a  ?b  name  ?f   ,?a  child  ?b,0.022140221,0.53164557,0.807692308,42,79,52,?b
?b  name  ?f  ?f  parent  ?a   ,?a  child  ?b,0.038481813,0.366834171,0.657657658,73,199,111,?b
?e  parent  ?a  ?e  type  ?b   ,?a  type  ?b,0.45769577,1,1,1017,1017,1017,?a
?b  father  ?f  ?a  spouse  ?f   ,?a  child  ?b,0.130732736,0.366322009,0.481553398,248,677,515,?b
?f  father  ?a  ?b  name  ?f   ,?a  child  ?b,0.016341592,0.28440367,0.553571429,31,109,56,?b
?b  father  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.130732736,0.366322009,0.481553398,248,677,515,?b
?a  child  ?f  ?b  name  ?f   ,?a  child  ?b,0.03953611,0.892857143,0.9375,75,84,80,?b
?f  father  ?a  ?b  successor  ?f   ,?a  child  ?b,0.014232999,0.078034682,0.131707317,27,346,205,?b
?f  parent  ?a  ?b  successor  ?f   ,?a  child  ?b,0.022140221,0.061674009,0.101449275,42,681,414,?b
?a  child  ?f  ?b  successor  ?f   ,?a  child  ?b,0.023194518,0.088709677,0.121212121,44,496,363,?b
?f  child  ?b  ?a  marriedTo  ?f   ,?a  child  ?b,0.017923036,0.576271186,0.576271186,34,59,59,?b
?b  mother  ?f  ?a  name  ?f   ,?a  child  ?b,0.044807591,0.691056911,0.885416667,85,123,96,?b
?b  mother  ?f  ?f  name  ?a   ,?a  child  ?b,0.044807591,0.320754717,0.431472081,85,265,197,?b
?b  mother  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.144438587,0.491039427,0.663438257,274,558,413,?b
?b  mother  ?f  ?a  spouse  ?f   ,?a  child  ?b,0.144438587,0.491921005,0.663438257,274,557,413,?b
?a  name  ?f  ?b  parent  ?f   ,?a  child  ?b,0.050079072,0.629139073,0.840707965,95,151,113,?b
?a  spouse  ?e  ?e  successor  ?b   ,?a  child  ?b,0.05904059,0.232365145,0.286445013,112,482,391,?b
?a  child  ?e  ?e  successor  ?b   ,?a  child  ?b,0.023721666,0.105882353,0.12195122,45,425,369,?b
?f  child  ?b  ?a  name  ?f   ,?a  child  ?b,0.166051661,0.990566038,0.990566038,315,318,318,?b
?e  spouse  ?a  ?e  successor  ?b   ,?a  child  ?b,0.05904059,0.232365145,0.286445013,112,482,391,?b
?f  name  ?a  ?b  parent  ?f   ,?a  child  ?b,0.050079072,0.128726287,0.191532258,95,738,496,?b
?b  parent  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.27886136,0.423878205,0.562765957,529,1248,940,?b
?e  child  ?a  ?e  type  ?b   ,?a  type  ?b,0.635013501,1,1,1411,1411,1411,?a
?b  parent  ?f  ?a  spouse  ?f   ,?a  child  ?b,0.27886136,0.424218123,0.562765957,529,1247,940,?b
?e  child  ?b  ?e  marriedTo  ?a   ,?a  child  ?b,0.017923036,0.576271186,0.576271186,34,59,59,?b
?a  child  ?e  ?e  predecessor  ?b   ,?a  child  ?b,0.023194518,0.088709677,0.121212121,44,496,363,?b
?e  parent  ?a  ?e  predecessor  ?b   ,?a  child  ?b,0.022140221,0.061674009,0.101449275,42,681,414,?b
?e  father  ?a  ?e  predecessor  ?b   ,?a  child  ?b,0.014232999,0.078034682,0.131707317,27,346,205,?b
?b  marriedTo  ?f  ?a  parent  ?f   ,?a  parent  ?b,0.010492333,0.65,0.764705882,13,20,17,?b
?a  child  ?f  ?f  name  ?b   ,?a  child  ?b,0.03953611,0.161987041,0.949367089,75,463,79,?b
?e  father  ?a  ?e  name  ?b   ,?a  child  ?b,0.016341592,0.054006969,0.508196721,31,574,61,?b
?e  mother  ?a  ?e  name  ?b   ,?a  child  ?b,0.022140221,0.093126386,0.75,42,451,56,?b
?e  name  ?b  ?e  parent  ?a   ,?a  child  ?b,0.038481813,0.06835206,0.608333333,73,1068,120,?b
?f  successor  ?a  ?b  successor  ?f   ,?a  parent  ?b,0.033091203,0.079922027,0.119883041,41,513,342,?b
?a  predecessor  ?f  ?b  successor  ?f   ,?a  parent  ?b,0.033091203,0.079922027,0.119883041,41,513,342,?b
?a  mother  ?f  ?b  name  ?f   ,?a  parent  ?b,0.0968523,0.975609756,0.975609756,120,123,123,?b
?b  child  ?f  ?a  name  ?f   ,?a  parent  ?b,0.058918483,0.869047619,0.890243902,73,84,82,?b
?e  child  ?b  ?a  spouse  ?e   ,?a  child  ?b,0.493410648,0.393277311,0.393277311,936,2380,2380,?b
?f  child  ?a  ?b  name  ?f   ,?a  parent  ?b,0.076674738,0.298742138,0.301587302,95,318,315,?b
?a  father  ?f  ?b  name  ?f   ,?a  parent  ?b,0.020984665,0.928571429,0.928571429,26,28,28,?b
?e  child  ?b  ?e  name  ?a   ,?a  child  ?b,0.166051661,0.204147764,0.204147764,315,1543,1543,?b
?b  name  ?f  ?a  parent  ?f   ,?a  parent  ?b,0.117836965,0.966887417,0.966887417,146,151,151,?b
?b  spouse  ?f  ?f  successor  ?a   ,?a  parent  ?b,0.134786118,0.346473029,0.467787115,167,482,357,?b
?b  child  ?f  ?f  name  ?a   ,?a  parent  ?b,0.058918483,0.157667387,0.157667387,73,463,463,?b
?f  marriedTo  ?b  ?a  parent  ?f   ,?a  parent  ?b,0.010492333,0.684210526,0.764705882,13,19,17,?b
?e  child  ?b  ?e  spouse  ?a   ,?a  child  ?b,0.493410648,0.393277311,0.393277311,936,2380,2380,?b
?a  mother  ?f  ?b  spouse  ?f   ,?a  parent  ?b,0.399515738,0.888689408,0.957446809,495,557,517,?b
?a  predecessor  ?f  ?b  spouse  ?f   ,?a  parent  ?b,0.134786118,0.346473029,0.467787115,167,482,357,?b
?a  father  ?f  ?b  spouse  ?f   ,?a  parent  ?b,0.402744149,0.737075332,0.884751773,499,677,564,?b
?f  name  ?b  ?a  parent  ?f   ,?a  parent  ?b,0.117836965,0.197831978,0.979865772,146,738,149,?b
?f  father  ?b  ?a  name  ?f   ,?a  parent  ?b,0.086359968,0.981651376,0.981651376,107,109,109,?b
?f  child  ?a  ?b  spouse  ?f   ,?a  parent  ?b,0.426957224,0.222268908,0.275234131,529,2380,1922,?b
?f  mother  ?b  ?a  name  ?f   ,?a  parent  ?b,0.062146893,0.974683544,0.974683544,77,79,79,?b
?f  predecessor  ?b  ?a  predecessor  ?f   ,?a  parent  ?b,0.033091203,0.079922027,0.119883041,41,513,342,?b
?a  name  ?f  ?f  parent  ?b   ,?a  parent  ?b,0.157384988,0.979899497,0.979899497,195,199,199,?b
?a  mother  ?f  ?f  name  ?b   ,?a  parent  ?b,0.0968523,0.452830189,0.983606557,120,265,122,?b
?a  predecessor  ?f  ?f  spouse  ?b   ,?a  parent  ?b,0.134786118,0.346473029,0.467787115,167,482,357,?b
?a  mother  ?f  ?f  spouse  ?b   ,?a  parent  ?b,0.400322841,0.888888889,0.957528958,496,558,518,?b
?a  parent  ?f  ?b  spouse  ?f   ,?a  parent  ?b,0.81275222,0.807538091,0.922161172,1007,1247,1092,?b
?e  predecessor  ?b  ?e  successor  ?a   ,?a  parent  ?b,0.033091203,0.079922027,0.119883041,41,513,342,?b
?a  father  ?f  ?f  name  ?b   ,?a  parent  ?b,0.020984665,0.055793991,0.962962963,26,466,27,?b
?a  parent  ?f  ?f  spouse  ?b   ,?a  parent  ?b,0.81275222,0.806891026,0.922161172,1007,1248,1092,?b
?e  child  ?a  ?e  name  ?b   ,?a  parent  ?b,0.076674738,0.061568373,0.296875,95,1543,320,?b
?a  father  ?f  ?f  spouse  ?b   ,?a  parent  ?b,0.401937046,0.735598227,0.884547069,498,677,563,?b
?e  mother  ?b  ?e  name  ?a   ,?a  parent  ?b,0.062146893,0.170731707,0.170731707,77,451,451,?b
?f  hasSpouse  ?b  ?a  name  ?f   ,?a  hasSpouse  ?b,0.057414105,0.976923077,0.976923077,127,130,130,?a
?e  spouse  ?b  ?e  successor  ?a   ,?a  parent  ?b,0.134786118,0.346473029,0.467787115,167,482,357,?b
?e  name  ?a  ?e  parent  ?b   ,?a  parent  ?b,0.157384988,0.18258427,0.18258427,195,1068,1068,?b
?e  father  ?b  ?e  name  ?a   ,?a  parent  ?b,0.086359968,0.18641115,0.18641115,107,574,574,?b
?a  child  ?f  ?f  hasSpouse  ?b   ,?a  hasSpouse  ?b,0.174954792,0.509210526,0.509210526,387,760,760,?a
?f  hasSpouse  ?b  ?a  successor  ?f   ,?a  hasSpouse  ?b,0.103074141,0.544152745,0.544152745,228,419,419,?a
?f  hasSpouse  ?b  ?a  predecessor  ?f   ,?a  hasSpouse  ?b,0.097649186,0.532019704,0.532019704,216,406,406,?a
?e  child  ?a  ?e  spouse  ?b   ,?a  parent  ?b,0.426957224,0.222268908,0.275234131,529,2380,1922,?b
?a  father  ?f  ?f  hasSpouse  ?b   ,?a  hasSpouse  ?b,0.237793852,0.799392097,0.799392097,526,658,658,?a
?e  hasSpouse  ?b  ?e  successor  ?a   ,?a  hasSpouse  ?b,0.097649186,0.532019704,0.532019704,216,406,406,?a
?f  hasSpouse  ?b  ?a  mother  ?f   ,?a  hasSpouse  ?b,0.219710669,0.91011236,0.91011236,486,534,534,?a
?e  hasSpouse  ?b  ?e  mother  ?a   ,?a  hasSpouse  ?b,0.180379747,0.896629213,0.896629213,399,445,445,?a
?e  hasSpouse  ?b  ?e  name  ?a   ,?a  hasSpouse  ?b,0.057414105,0.225177305,0.984496124,127,564,129,?a
?e  hasSpouse  ?b  ?e  predecessor  ?a   ,?a  hasSpouse  ?b,0.103074141,0.544152745,0.544152745,228,419,419,?a
?e  father  ?a  ?e  hasSpouse  ?b   ,?a  hasSpouse  ?b,0.193490054,0.772563177,0.772563177,428,554,554,?a
?f  hasSpouse  ?b  ?a  parent  ?f   ,?a  hasSpouse  ?b,0.245027125,0.787790698,0.787790698,542,688,688,?a
?f  hasSpouse  ?b  ?a  spouse  ?f   ,?a  hasSpouse  ?b,0.443037975,1,1,980,980,980,?a
?e  hasSpouse  ?b  ?e  parent  ?a   ,?a  hasSpouse  ?b,0.382007233,0.810940499,0.810940499,845,1042,1042,?a
?e  hasSpouse  ?b  ?e  spouse  ?a   ,?a  hasSpouse  ?b,0.443037975,1,1,980,980,980,?a
?e  child  ?a  ?e  hasSpouse  ?b   ,?a  hasSpouse  ?b,0.214737794,0.33664068,0.33664068,475,1411,1411,?a
