Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable
?b  name  ?f  ?a  parent  ?f   ,?a  parent  ?b,0.093370682,1,1,100,100,100,?b
?f  child  ?a  ?b  name  ?f   ,?a  parent  ?b,0.053221289,0.28358209,0.318435754,57,201,179,?b
?a  father  ?f  ?b  name  ?f   ,?a  parent  ?b,0.011204482,0.8,0.923076923,12,15,13,?b
?f  name  ?b  ?a  parent  ?f   ,?a  parent  ?b,0.093370682,0.166944908,0.99009901,100,599,101,?b
?f  father  ?b  ?a  name  ?f   ,?a  parent  ?b,0.051353875,0.753424658,0.916666667,55,73,60,?b
?f  mother  ?b  ?a  name  ?f   ,?a  parent  ?b,0.038281979,0.661290323,0.854166667,41,62,48,?b
?a  name  ?f  ?f  parent  ?b   ,?a  parent  ?b,0.113912232,0.991869919,0.991869919,122,123,123,?b
?a  father  ?f  ?f  name  ?b   ,?a  parent  ?b,0.011204482,0.031830239,0.923076923,12,377,13,?b
?a  mother  ?f  ?f  name  ?b   ,?a  parent  ?b,0.06162465,0.298642534,0.857142857,66,221,77,?b
?a  predecessor  ?f  ?f  spouse  ?b   ,?a  parent  ?b,0.080298786,0.287625418,0.419512195,86,299,205,?b
?e  mother  ?b  ?e  parent  ?a   ,?a  spouse  ?b,0.279631761,0.313548387,0.42408377,243,775,573,?b
?b  child  ?f  ?f  name  ?a   ,?a  parent  ?b,0.036414566,0.101298701,0.114705882,39,385,340,?b
?a  father  ?f  ?f  spouse  ?b   ,?a  parent  ?b,0.260504202,0.635535308,0.830357143,279,439,336,?b
?a  parent  ?f  ?f  spouse  ?b   ,?a  parent  ?b,0.477124183,0.611244019,0.793478261,511,836,644,?b
?f  predecessor  ?b  ?a  predecessor  ?f   ,?a  parent  ?b,0.021475257,0.073015873,0.141104294,23,315,163,?b
?e  predecessor  ?b  ?e  successor  ?a   ,?a  parent  ?b,0.024276377,0.082802548,0.156626506,26,314,166,?b
?e  child  ?a  ?e  name  ?b   ,?a  parent  ?b,0.054154995,0.050743657,0.313513514,58,1143,185,?b
?e  mother  ?b  ?e  name  ?a   ,?a  parent  ?b,0.039215686,0.103703704,0.14,42,405,300,?b
?b  parent  ?a  ?a  successor  ?b   ,?a  child  ?b,0.064454371,0.765151515,0.918181818,101,132,110,?b
?b  father  ?a  ?a  successor  ?b   ,?a  child  ?b,0.049138481,0.712962963,0.895348837,77,108,86,?b
?a  mother  ?f  ?f  spouse  ?b   ,?a  parent  ?b,0.256769374,0.665859564,0.854037267,275,413,322,?b
?b  parent  ?a  ?b  predecessor  ?a   ,?a  child  ?b,0.062539885,0.759689922,0.924528302,98,129,106,?b
?b  father  ?a  ?b  parent  ?a   ,?a  child  ?b,0.097000638,0.357647059,0.700460829,152,425,217,?b
?b  father  ?a  ?b  predecessor  ?a   ,?a  child  ?b,0.049138481,0.712962963,0.916666667,77,108,84,?b
?a  name  ?f  ?b  parent  ?f   ,?a  child  ?b,0.037013401,0.58,0.783783784,58,100,74,?b
?e  child  ?a  ?e  spouse  ?b   ,?a  parent  ?b,0.294117647,0.212550607,0.292750929,315,1482,1076,?b
?a  parent  ?f  ?b  spouse  ?f   ,?a  parent  ?b,0.473389356,0.610108303,0.804761905,507,831,630,?b
?e  father  ?b  ?e  name  ?a   ,?a  parent  ?b,0.050420168,0.111111111,0.138461538,54,486,390,?b
?e  spouse  ?b  ?e  successor  ?a   ,?a  parent  ?b,0.081232493,0.293918919,0.432835821,87,296,201,?b
?b  mother  ?f  ?f  name  ?a   ,?a  child  ?b,0.031269943,0.221719457,0.298780488,49,221,164,?b
?b  mother  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.111678366,0.423728814,0.599315068,175,413,292,?b
?b  mother  ?f  ?a  name  ?f   ,?a  child  ?b,0.032546267,0.573033708,0.728571429,51,89,70,?b
?e  name  ?a  ?e  parent  ?b   ,?a  parent  ?b,0.113912232,0.150246305,0.150246305,122,812,812,?b
?b  mother  ?f  ?a  spouse  ?f   ,?a  child  ?b,0.102105935,0.434782609,0.622568093,160,368,257,?b
?b  predecessor  ?f  ?a  spouse  ?f   ,?a  child  ?b,0.035098915,0.185810811,0.25462963,55,296,216,?b
?b  predecessor  ?f  ?a  successor  ?f   ,?a  child  ?b,0.01531589,0.07523511,0.103004292,24,319,233,?b
?f  mother  ?a  ?b  name  ?f   ,?a  child  ?b,0.014039566,0.35483871,0.594594595,22,62,37,?b
?b  parent  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.183790683,0.344497608,0.493996569,288,836,583,?b
?b  predecessor  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.037013401,0.193979933,0.264840183,58,299,219,?b
?b  name  ?f  ?f  parent  ?a   ,?a  child  ?b,0.024888322,0.317073171,0.619047619,39,123,63,?b
?f  successor  ?b  ?a  successor  ?f   ,?a  child  ?b,0.015954052,0.079365079,0.106837607,25,315,234,?b
?b  parent  ?f  ?a  spouse  ?f   ,?a  child  ?b,0.190172304,0.358604091,0.514680484,298,831,579,?b
?f  child  ?b  ?a  name  ?f   ,?a  child  ?b,0.128270581,1,1,201,201,201,?b
?f  name  ?a  ?b  parent  ?f   ,?a  child  ?b,0.036375239,0.095158598,0.147286822,57,599,387,?b
?a  spouse  ?e  ?e  successor  ?b   ,?a  child  ?b,0.040204212,0.213559322,0.27753304,63,295,227,?b
?e  predecessor  ?a  ?e  successor  ?b   ,?a  child  ?b,0.01531589,0.076433121,0.1,24,314,240,?b
?e  spouse  ?a  ?e  successor  ?b   ,?a  child  ?b,0.038927888,0.206081081,0.274774775,61,296,222,?b
?b  father  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.08232291,0.293849658,0.43877551,129,439,294,?b
?b  father  ?f  ?a  spouse  ?f   ,?a  child  ?b,0.093171666,0.31670282,0.470967742,146,461,310,?b
?a  child  ?e  ?e  predecessor  ?b   ,?a  child  ?b,0.01531589,0.066852368,0.101265823,24,359,237,?b
?a  child  ?f  ?f  name  ?b   ,?a  child  ?b,0.032546267,0.132467532,0.944444444,51,385,54,?b
?e  mother  ?a  ?e  name  ?b   ,?a  child  ?b,0.014039566,0.054320988,0.536585366,22,405,41,?b
?a  predecessor  ?f  ?f  type  ?b   ,?a  type  ?b,0.103571429,0.737288136,1,174,236,174,?a
?a  successor  ?f  ?f  type  ?b   ,?a  type  ?b,0.110119048,0.75203252,1,185,246,185,?a
?a  name  ?f  ?f  type  ?b   ,?a  type  ?b,0.045833333,0.974683544,1,77,79,77,?a
?a  mother  ?f  ?f  type  ?b   ,?a  type  ?b,0.142857143,0.725075529,1,240,331,240,?a
?a  father  ?f  ?f  type  ?b   ,?a  type  ?b,0.185119048,0.728337237,1,311,427,311,?a
?e  predecessor  ?a  ?e  type  ?b   ,?a  type  ?b,0.107738095,0.744855967,1,181,243,181,?a
?e  child  ?b  ?e  name  ?a   ,?a  child  ?b,0.128270581,0.175853018,0.175853018,201,1143,1143,?b
?e  successor  ?a  ?e  type  ?b   ,?a  type  ?b,0.10297619,0.733050847,1,173,236,173,?a
?e  mother  ?a  ?e  type  ?b   ,?a  type  ?b,0.145833333,0.760869565,1,245,322,245,?a
?a  parent  ?f  ?f  type  ?b   ,?a  type  ?b,0.247619048,0.745519713,1,416,558,416,?a
?a  spouse  ?f  ?f  type  ?b   ,?a  type  ?b,0.276785714,0.780201342,1,465,596,465,?a
?a  child  ?f  ?f  type  ?b   ,?a  type  ?b,0.185119048,0.745803357,1,311,417,311,?a
?e  name  ?a  ?e  type  ?b   ,?a  type  ?b,0.045833333,0.189189189,1,77,407,77,?a
?e  child  ?b  ?e  spouse  ?a   ,?a  child  ?b,0.308870453,0.326585695,0.326585695,484,1482,1482,?b
?a  father  ?f  ?f  hasSpouse  ?b   ,?a  hasSpouse  ?b,0.167354425,0.660036166,0.833333333,365,553,438,?a
?e  parent  ?a  ?e  type  ?b   ,?a  type  ?b,0.292261905,0.742813918,1,491,661,491,?a
?f  hasSpouse  ?b  ?a  parent  ?f   ,?a  hasSpouse  ?b,0.221458047,0.630548303,0.782820097,483,766,617,?a
?a  child  ?f  ?b  name  ?f   ,?a  child  ?b,0.032546267,0.927272727,0.980769231,51,55,52,?b
?e  father  ?a  ?e  type  ?b   ,?a  type  ?b,0.167261905,0.739473684,1,281,380,281,?a
?f  hasSpouse  ?b  ?a  successor  ?f   ,?a  hasSpouse  ?b,0.072902338,0.504761905,0.584558824,159,315,272,?a
?f  hasSpouse  ?b  ?a  spouse  ?f   ,?a  hasSpouse  ?b,0.225584594,0.698863636,0.842465753,492,704,584,?a
?f  hasSpouse  ?b  ?a  predecessor  ?f   ,?a  hasSpouse  ?b,0.068317286,0.5,0.586614173,149,298,254,?a
?e  hasSpouse  ?b  ?e  successor  ?a   ,?a  hasSpouse  ?b,0.071068317,0.493630573,0.587121212,155,314,264,?a
?f  hasSpouse  ?b  ?a  mother  ?f   ,?a  hasSpouse  ?b,0.131132508,0.662037037,0.858858859,286,432,333,?a
?e  child  ?a  ?e  type  ?b   ,?a  type  ?b,0.427380952,0.751046025,1,718,956,718,?a
?e  hasSpouse  ?b  ?e  mother  ?a   ,?a  hasSpouse  ?b,0.127464466,0.723958333,0.863354037,278,384,322,?a
?e  name  ?b  ?e  parent  ?a   ,?a  child  ?b,0.026164646,0.050492611,0.594202899,41,812,69,?b
?a  child  ?f  ?f  hasSpouse  ?b   ,?a  hasSpouse  ?b,0.139844108,0.442670537,0.559633028,305,689,545,?a
?f  hasSpouse  ?b  ?a  name  ?f   ,?a  hasSpouse  ?b,0.041265475,0.989010989,0.989010989,90,91,91,?a
?e  spouse  ?a  ?e  type  ?b   ,?a  type  ?b,0.278571429,0.790540541,1,468,592,468,?a
?e  father  ?a  ?e  hasSpouse  ?b   ,?a  hasSpouse  ?b,0.160476845,0.67961165,0.847457627,350,515,413,?a
?e  hasSpouse  ?b  ?e  name  ?a   ,?a  hasSpouse  ?b,0.041265475,0.172744722,0.97826087,90,521,92,?a
?f  child  ?b  ?a  spouse  ?f   ,?a  child  ?b,0.308870453,0.329027872,0.329027872,484,1471,1471,?b
?e  hasSpouse  ?b  ?e  predecessor  ?a   ,?a  hasSpouse  ?b,0.072443833,0.509677419,0.600760456,158,310,263,?a
?e  hasSpouse  ?b  ?e  spouse  ?a   ,?a  hasSpouse  ?b,0.232462173,0.702216066,0.850671141,507,722,596,?a
?e  hasSpouse  ?b  ?e  parent  ?a   ,?a  hasSpouse  ?b,0.265474553,0.674825175,0.831896552,579,858,696,?a
?e  child  ?a  ?e  hasSpouse  ?b   ,?a  hasSpouse  ?b,0.171022467,0.327768014,0.357622244,373,1138,1043,?a
